,Sorted Json formula,Site,Distance,Element
523,"{""A"": {""Dy"": 0.2, ""Eu"": 0.2, ""Lu"": 0.2, ""Sm"": 0.2, ""Tb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1875473562178448,Lu
606,"{""A"": {""Lu"": 0.25, ""Sc"": 0.25, ""Tm"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18692269189173139,Sc
568,"{""A"": {""Dy"": 0.1429, ""Er"": 0.1429, ""Gd"": 0.1429, ""Ho"": 0.1429, ""Lu"": 0.1429, ""Tm"": 0.1429, ""Yb"": 0.1429}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18663740915716442,Lu
133,"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Mg"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""O"": 1.0}}",A,0.18624052260931545,Mg
347,"{""A"": {""K"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Mg"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""F"": 1.0}}",B,0.18624052260931545,Mg
395,"{""A"": {""Cr"": 0.1429, ""Mo"": 0.1429, ""Nb"": 0.1429, ""Ti"": 0.1429, ""V"": 0.1429, ""W"": 0.1429, ""Zr"": 0.1429}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.18604656893219196,Cr
495,"{""A"": {""Ba"": 0.2, ""Bi"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18603651432536517,Bi
249,"{""A"": {""Cr"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25}, ""B"": {""B"": 1.0}}",A,0.18572625805626852,Cr
468,"{""A"": {""Ba"": 0.1667, ""Ca"": 0.1667, ""Nd"": 0.1667, ""Pr"": 0.1667, ""Sm"": 0.1667, ""Sr"": 0.1667}, ""B"": {""Co"": 0.8571, ""Mn"": 0.1429}, ""C"": {""O"": 1.0}}",A,0.18483889507580697,Ca
333,"{""A"": {""Hf"": 0.1667, ""Nb"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""Zr"": 0.1667}, ""B"": {""Co"": 1.0}, ""C"": {""Sb"": 1.0}}",A,0.18483102033903698,V
197,"{""A"": {""Hf"": 0.1667, ""Nb"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""Zr"": 0.1667}, ""B"": {""N"": 1.0}}",A,0.18483102033903698,V
332,"{""A"": {""Hf"": 0.1667, ""Nb"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""Zr"": 0.1667}, ""B"": {""Co"": 0.4, ""Fe"": 0.6}, ""C"": {""Sb"": 1.0}}",A,0.18483102033903698,V
258,"{""A"": {""Hf"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.18473897710386988,W
4,"{""A"": {""Hf"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 1.0}}",A,0.18473897710386988,W
378,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.1846202645799313,W
80,"{""A"": {""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""O"": 1.0}}",A,0.18359602133435016,Zn
566,"{""A"": {""Dy"": 0.1429, ""Er"": 0.1429, ""Ho"": 0.1429, ""Lu"": 0.1429, ""Tm"": 0.1429, ""Y"": 0.1429, ""Yb"": 0.1429}, ""B"": {""P"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18338833366329144,Lu
405,"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mg"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1829734797662621,Mg
350,"{""A"": {""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18292505859195896,Lu
616,"{""A"": {""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18292505859195896,Lu
2,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""C"": 1.0}}",A,0.1823614382558859,Hf
262,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""B"": 1.0}}",A,0.18184610410416369,Cr
592,"{""A"": {""Gd"": 1.0}, ""B"": {""Sn"": 0.3333, ""Ti"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",B,0.18124333462941555,Sn
631,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Tm"": 0.2, ""Y"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.18083919493269585,Y
245,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1807138250197019,W
514,"{""A"": {""Sr"": 1.0}, ""B"": {""Ce"": 0.2, ""Gd"": 0.2, ""Hf"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",B,0.1803325033678448,Hf
31,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""Hf"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 0.875, ""X"": 0.125}}",A,0.1803325033678448,Hf
346,"{""A"": {""K"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""F"": 1.0}}",B,0.1797323298589959,Zn
485,"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""O"": 1.0}}",A,0.1797323298589959,Zn
125,"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""S"": 1.0}}",A,0.1797323298589959,Zn
375,"{""A"": {""Hf"": 0.25, ""Ti"": 0.25, ""V"": 0.25, ""W"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17929121631768075,Hf
391,"{""A"": {""Cr"": 0.1667, ""Mo"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""W"": 0.1667}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17918838904398593,Cr
483,"{""A"": {""Cr"": 0.2, ""Fe"": 0.2, ""Mg"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""O"": 1.0}}",A,0.1788512905609777,Mg
585,"{""A"": {""Ce"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sc"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1787933286325495,Sc
341,"{""A"": {""Sr"": 1.0}, ""B"": {""Cr"": 0.2, ""Fe"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",B,0.17835374870585785,Fe
28,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""Hf"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 0.875, ""X"": 0.125}}",A,0.17762603890266981,Hf
387,"{""A"": {""Cr"": 0.1667, ""Mo"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""W"": 0.1667, ""Zr"": 0.1667}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17756026905187527,Zr
501,"{""A"": {""Ca"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",A,0.17753426687711826,Ca
356,"{""A"": {""La"": 0.2, ""Lu"": 0.2, ""Nd"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.17689131691668125,La
5,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2}, ""B"": {""C"": 1.0}}",A,0.17671071478071487,Hf
381,"{""A"": {""Cr"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17668170909797676,Cr
643,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Sc"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1766647219746592,Sc
357,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""Zr"": 0.2}, ""B"": {""N"": 1.0}}",A,0.17641744458096142,Cr
498,"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1762239115683928,Pr
462,"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1762239115683928,Pr
287,"{""A"": {""Pb"": 0.3333, ""Sb"": 0.3333, ""Sn"": 0.3333}, ""B"": {""S"": 0.3333, ""Se"": 0.3333, ""Te"": 0.3333}}",A,0.17581060356879274,Pb
367,"{""A"": {""Cr"": 0.25, ""Ti"": 0.25, ""V"": 0.25, ""W"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17553471526600506,W
231,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Y"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.17511642670356742,Lu
116,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""Se"": 1.0}}",A,0.17502947380553902,Cr
115,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""S"": 1.0}}",A,0.17502947380553902,Cr
202,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""N"": 0.83}}",A,0.17502947380553902,Cr
207,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""C"": 0.405, ""N"": 0.405}}",A,0.17502947380553902,Cr
119,"{""A"": {""Cr"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""S"": 0.5, ""Se"": 0.5}}",A,0.17502947380553902,Cr
510,"{""A"": {""Ce"": 0.2, ""Hf"": 0.2, ""Nd"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 0.9, ""X"": 0.1}}",A,0.17456085717286463,Nd
370,"{""A"": {""Ti"": 0.25, ""V"": 0.25, ""W"": 0.25, ""Zr"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17445362434416378,W
547,"{""A"": {""Sr"": 1.0}, ""B"": {""Er"": 0.2, ""Eu"": 0.2, ""Ho"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}, ""C"": {""O"": 1.0}}",B,0.17421231642755963,Eu
508,"{""A"": {""Ce"": 0.2, ""Hf"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 0.9, ""X"": 0.1}}",A,0.17418715160563603,Hf
640,"{""A"": {""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Tb"": 0.2, ""Yb"": 0.2}, ""B"": {""C"": 0.5, ""Si"": 0.5}, ""C"": {""O"": 1.0}}",A,0.17382188406511245,Lu
379,"{""A"": {""Cr"": 0.2, ""Mo"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.17344383885474624,Ti
549,"{""A"": {""Dy"": 0.125, ""Er"": 0.125, ""Gd"": 0.125, ""Lu"": 0.125, ""Nd"": 0.125, ""Sm"": 0.125, ""Y"": 0.125, ""Yb"": 0.125}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1731613993655815,Lu
520,"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""O"": 1.0}}",A,0.17290329012063432,Ce
692,"{""A"": {""Li"": 1.0}, ""B"": {""Co"": 0.1667, ""Cr"": 0.1667, ""Cu"": 0.1667, ""Fe"": 0.1667, ""Mn"": 0.1667, ""Ni"": 0.1667}, ""C"": {""O"": 1.0}}",B,0.17286349715143423,Cu
603,"{""A"": {""Er"": 0.2, ""Lu"": 0.2, ""Sc"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.17283933673696816,Sc
552,"{""A"": {""Er"": 0.1667, ""Ho"": 0.1667, ""Lu"": 0.1667, ""Tm"": 0.1667, ""Y"": 0.1667, ""Yb"": 0.1667}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1724340045362609,Lu
545,"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.17218013094131568,Ce
193,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""Zr"": 0.2}, ""B"": {""N"": 1.0}}",A,0.17190926574469612,V
120,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""Zr"": 0.2}, ""B"": {""Te"": 1.0}}",A,0.17190926574469612,V
211,"{""A"": {""Cr"": 0.2, ""Mo"": 0.2, ""Ta"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""C"": 0.325, ""N"": 0.325}}",A,0.17148849659669818,Cr
509,"{""A"": {""Ce"": 0.2, ""Hf"": 0.2, ""La"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 0.9, ""X"": 0.1}}",A,0.17117402819936411,Hf
187,"{""A"": {""Co"": 0.1667, ""Cu"": 0.1667, ""Fe"": 0.1667, ""Mn"": 0.1667, ""Ni"": 0.1667, ""Zn"": 0.1667}, ""B"": {""F"": 1.0}}",A,0.17053278773038794,Zn
7,"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2}, ""B"": {""C"": 1.0}}",A,0.170026245276642,Hf
238,"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2}, ""B"": {""B"": 1.0}}",A,0.170026245276642,Hf
127,"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""V"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""S"": 1.0}}",A,0.16998787551198047,V
128,"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""V"": 0.2}, ""B"": {""Cl"": 1.0}}",A,0.16998787551198047,V
636,"{""A"": {""Er"": 0.25, ""Tm"": 0.25, ""Y"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1698468312417627,Y
388,"{""A"": {""Cr"": 0.1667, ""Mo"": 0.1667, ""Nb"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""W"": 0.1667}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.1693559726225471,Cr
608,"{""A"": {""Gd"": 0.2, ""Lu"": 0.2, ""Sc"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16919626929986398,Sc
26,"{""A"": {""Ce"": 0.2, ""Hf"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 0.875, ""X"": 0.125}}",A,0.1690562176080579,Yb
541,"{""A"": {""Ce"": 0.2, ""Hf"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""B"": {""O"": 1.0}}",A,0.1690562176080579,Yb
567,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Tm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1688320922971427,Y
368,"{""A"": {""Cr"": 0.25, ""Mo"": 0.25, ""Ti"": 0.25, ""W"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.16867556966265318,Ti
586,"{""A"": {""Ce"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16755039447696352,Er
665,"{""A"": {""Ba"": 0.3333, ""Bi"": 0.3333, ""Na"": 0.3333}, ""B"": {""Fe"": 0.2222, ""Nb"": 0.2222, ""Ti"": 0.5556}, ""C"": {""O"": 1.0}}",A,0.16687451529693942,Na
243,"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Ti"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.16583026174788407,W
392,"{""A"": {""Mo"": 0.1667, ""Nb"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""W"": 0.1667, ""Zr"": 0.1667}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.16552042038840942,W
489,"{""A"": {""Ba"": 0.4, ""Ca"": 0.1, ""Pr"": 0.5}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""O"": 1.0}}",B,0.16547599373657784,Zn
185,"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""F"": 1.0}}",A,0.16547599373657784,Zn
674,"{""A"": {""Mg"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""O"": 1.0}}",B,0.16547599373657784,Zn
673,"{""A"": {""Co"": 0.25, ""Mg"": 0.25, ""Ni"": 0.25, ""Zn"": 0.25}, ""B"": {""Li"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16496347982517368,Mg
132,"{""A"": {""Co"": 0.25, ""Mg"": 0.25, ""Ni"": 0.25, ""Zn"": 0.25}, ""B"": {""O"": 1.0}}",A,0.16496347982517368,Mg
225,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1649422525137737,Y
589,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Nb"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1649422525137737,Y
264,"{""A"": {""Ce"": 0.2, ""Er"": 0.2, ""Eu"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.16463628778964612,Ce
496,"{""A"": {""Ba"": 0.1667, ""Ca"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Pr"": 0.1667, ""Sr"": 0.1667}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1643118363136078,Ca
507,"{""A"": {""Ba"": 0.1667, ""Ca"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Pr"": 0.1667, ""Sr"": 0.1667}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1643118363136078,Ca
373,"{""A"": {""Nb"": 0.25, ""Ti"": 0.25, ""V"": 0.25, ""W"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.16378723886047586,W
471,"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16354230881298715,Ba
22,"{""A"": {""Hf"": 0.1667, ""Mo"": 0.1667, ""Nb"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""Zr"": 0.1667}, ""B"": {""C"": 1.0}}",A,0.16335954803567065,Hf
399,"{""A"": {""Mo"": 0.1429, ""Nb"": 0.1429, ""Ta"": 0.1429, ""Ti"": 0.1429, ""V"": 0.1429, ""W"": 0.1429, ""Zr"": 0.1429}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.16280247167635375,Zr
497,"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",A,0.16233356424404954,Ba
472,"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16233356424404954,Ba
500,"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16233356424404954,Ba
261,"{""A"": {""Cr"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1622076270329399,Cr
218,"{""A"": {""Cr"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2}, ""B"": {""Si"": 1.0}}",A,0.1622076270329399,Cr
374,"{""A"": {""Mo"": 0.25, ""Ti"": 0.25, ""V"": 0.25, ""W"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.16180764301649642,Ti
559,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1617386727842428,Lu
222,"{""A"": {""Er"": 0.25, ""Ho"": 0.25, ""Y"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1617111966719056,Y
587,"{""A"": {""Ce"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Tm"": 0.2}, ""B"": {""W"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16166092373455843,Ce
618,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16115197182395624,Y
366,"{""A"": {""Cr"": 0.25, ""Mo"": 0.25, ""Ti"": 0.25, ""V"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.16081416618593602,Ti
634,"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.16078878154725684,Ce
666,"{""A"": {""Cr"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""O"": 1.0}}",A,0.16075078076391414,Cu
573,"{""A"": {""Er"": 0.1667, ""Eu"": 0.1667, ""Lu"": 0.1667, ""Sm"": 0.1667, ""Y"": 0.1667, ""Yb"": 0.1667}, ""B"": {""Nb"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",A,0.16051667270749503,Lu
610,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Tm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15933195297867309,Y
599,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Tm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15933195297867309,Y
615,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Tm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15933195297867309,Y
383,"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.15840117339503146,Ti
224,"{""A"": {""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15838628144826838,Lu
382,"{""A"": {""Mo"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.15801164144976343,Zr
494,"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",A,0.15795761503858918,Ba
228,"{""A"": {""Dy"": 0.25, ""Er"": 0.25, ""Ho"": 0.25, ""Y"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1577876663251494,Y
385,"{""A"": {""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.15753030944683444,W
3,"{""A"": {""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""C"": 1.0}}",A,0.15753030944683444,W
